"feature" "activity" "subjectID" "value"
"fBodyAcc-std()-X" "STANDING" "1" -0.99602834509434
"fBodyAcc-std()-Y" "STANDING" "1" -0.972293102075472
"fBodyAcc-std()-Z" "STANDING" "1" -0.977937259622642
"fBodyAccJerk-mean()-X" "STANDING" "1" -0.994630797358491
"fBodyAccJerk-mean()-Y" "STANDING" "1" -0.985418704528302
"fBodyAccJerk-mean()-Z" "STANDING" "1" -0.990752166037736
"fBodyAccJerk-std()-X" "STANDING" "1" -0.995073759245283
"fBodyAccJerk-std()-Y" "STANDING" "1" -0.987018226792453
"fBodyAccJerk-std()-Z" "STANDING" "1" -0.992349818113208
"fBodyGyro-mean()-X" "STANDING" "1" -0.986386786037736
"fBodyGyro-mean()-Y" "STANDING" "1" -0.988984455849057
"fBodyGyro-mean()-Z" "STANDING" "1" -0.980773122830189
"fBodyGyro-std()-X" "STANDING" "1" -0.987497128679245
"fBodyGyro-std()-Y" "STANDING" "1" -0.987107727735849
"fBodyGyro-std()-Z" "STANDING" "1" -0.98234533
"fBodyAccMag-mean()" "STANDING" "1" -0.985356361132075
"fBodyAccMag-std()" "STANDING" "1" -0.982313804716981
"fBodyBodyAccJerkMag-mean()" "STANDING" "1" -0.99254247754717
"fBodyBodyAccJerkMag-std()" "STANDING" "1" -0.992536003396226
"fBodyBodyGyroMag-mean()" "STANDING" "1" -0.984617623396226
"fBodyBodyGyroMag-std()" "STANDING" "1" -0.978466072075472
"fBodyBodyGyroJerkMag-mean()" "STANDING" "1" -0.994815376981132
"fBodyBodyGyroJerkMag-std()" "STANDING" "1" -0.994671123207547
"tBodyAcc-mean()-X" "WALKING" "1" 0.277330758736842
"tBodyAcc-mean()-Y" "WALKING" "1" -0.0173838185273684
"tBodyAcc-mean()-Z" "WALKING" "1" -0.111148103547368
"tBodyAcc-std()-X" "WALKING" "1" -0.283740258842105
"tBodyAcc-std()-Y" "WALKING" "1" 0.114461336747368
"tBodyAcc-std()-Z" "WALKING" "1" -0.260027902210526
"tGravityAcc-mean()-X" "WALKING" "1" 0.935223201473684
"tGravityAcc-mean()-Y" "WALKING" "1" -0.282165021263158
"tGravityAcc-mean()-Z" "WALKING" "1" -0.068102864
"tGravityAcc-std()-X" "WALKING" "1" -0.976609642526316
"tGravityAcc-std()-Y" "WALKING" "1" -0.971305961473684
"tGravityAcc-std()-Z" "WALKING" "1" -0.947717226105263
"tBodyAccJerk-mean()-X" "WALKING" "1" 0.0740416333157895
"tBodyAccJerk-mean()-Y" "WALKING" "1" 0.0282721095884211
"tBodyAccJerk-mean()-Z" "WALKING" "1" -0.00416840617789474
"tBodyAccJerk-std()-X" "WALKING" "1" -0.113615602435789
"tBodyAccJerk-std()-Y" "WALKING" "1" 0.0670025007684211
"tBodyAccJerk-std()-Z" "WALKING" "1" -0.502699788526316
"tBodyGyro-mean()-X" "WALKING" "1" -0.041830963526
"tBodyGyro-mean()-Y" "WALKING" "1" -0.0695300462115789
"tBodyGyro-mean()-Z" "WALKING" "1" 0.0849448173042105
"tBodyGyro-std()-X" "WALKING" "1" -0.473535485894737
"tBodyGyro-std()-Y" "WALKING" "1" -0.0546077686594737
"tBodyGyro-std()-Z" "WALKING" "1" -0.344266629473684
"tBodyGyroJerk-mean()-X" "WALKING" "1" -0.0899975423705263
"tBodyGyroJerk-mean()-Y" "WALKING" "1" -0.0398428709463158
"tBodyGyroJerk-mean()-Z" "WALKING" "1" -0.0461309295021053
"tBodyGyroJerk-std()-X" "WALKING" "1" -0.207421854757895
"tBodyGyroJerk-std()-Y" "WALKING" "1" -0.304468510631579
"tBodyGyroJerk-std()-Z" "WALKING" "1" -0.404255452631579
"tBodyAccMag-mean()" "WALKING" "1" -0.136971176556842
"tBodyAccMag-std()" "WALKING" "1" -0.219688645631579
"tGravityAccMag-mean()" "WALKING" "1" -0.136971176556842
"tGravityAccMag-std()" "WALKING" "1" -0.219688645631579
"tBodyAccJerkMag-mean()" "WALKING" "1" -0.141428809031579
"tBodyAccJerkMag-std()" "WALKING" "1" -0.0744717500625263
"tBodyGyroMag-mean()" "WALKING" "1" -0.160979552536842
"tBodyGyroMag-std()" "WALKING" "1" -0.186978364526316
"tBodyGyroJerkMag-mean()" "WALKING" "1" -0.298703679084211
"tBodyGyroJerkMag-std()" "WALKING" "1" -0.325324878894737
"fBodyAcc-mean()-X" "WALKING" "1" -0.202794306326316
"fBodyAcc-mean()-Y" "WALKING" "1" 0.0897127264021053
"fBodyAcc-mean()-Z" "WALKING" "1" -0.331560117789474
"fBodyAcc-std()-X" "WALKING" "1" -0.319134719578947
"fBodyAcc-std()-Y" "WALKING" "1" 0.056040006846
"fBodyAcc-std()-Z" "WALKING" "1" -0.279686751494737
"fBodyAccJerk-mean()-X" "WALKING" "1" -0.170546964549579
"fBodyAccJerk-mean()-Y" "WALKING" "1" -0.0352255241130632
"fBodyAccJerk-mean()-Z" "WALKING" "1" -0.468999224631579
"fBodyAccJerk-std()-X" "WALKING" "1" -0.133586606326316
"fBodyAccJerk-std()-Y" "WALKING" "1" 0.106739857136
"fBodyAccJerk-std()-Z" "WALKING" "1" -0.534713440421053
"fBodyGyro-mean()-X" "WALKING" "1" -0.339032197115789
"fBodyGyro-mean()-Y" "WALKING" "1" -0.103059416434737
"fBodyGyro-mean()-Z" "WALKING" "1" -0.255940940315789
"fBodyGyro-std()-X" "WALKING" "1" -0.516691938736842
"fBodyGyro-std()-Y" "WALKING" "1" -0.0335081597884211
"fBodyGyro-std()-Z" "WALKING" "1" -0.436562227473684
"fBodyAccMag-mean()" "WALKING" "1" -0.128623450629474
"fBodyAccMag-std()" "WALKING" "1" -0.398032586842105
"fBodyBodyAccJerkMag-mean()" "WALKING" "1" -0.0571194000343158
"fBodyBodyAccJerkMag-std()" "WALKING" "1" -0.103492403002105
"fBodyBodyGyroMag-mean()" "WALKING" "1" -0.199252568986316
"fBodyBodyGyroMag-std()" "WALKING" "1" -0.321017953894737
"fBodyBodyGyroJerkMag-mean()" "WALKING" "1" -0.319308593778947
"fBodyBodyGyroJerkMag-std()" "WALKING" "1" -0.381601911789474
"tBodyAcc-mean()-X" "WALKING_DOWNSTAIRS" "1" 0.289188320408163
"tBodyAcc-mean()-Y" "WALKING_DOWNSTAIRS" "1" -0.00991850461020408
"tBodyAcc-mean()-Z" "WALKING_DOWNSTAIRS" "1" -0.107566190908163
"tBodyAcc-std()-X" "WALKING_DOWNSTAIRS" "1" 0.0300353383483878
"tBodyAcc-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.0319359434489796
"tBodyAcc-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.230434213204082
"tGravityAcc-mean()-X" "WALKING_DOWNSTAIRS" "1" 0.931874418979592
"tGravityAcc-mean()-Y" "WALKING_DOWNSTAIRS" "1" -0.266610338979592
"tGravityAcc-mean()-Z" "WALKING_DOWNSTAIRS" "1" -0.0621199585938775
"tGravityAcc-std()-X" "WALKING_DOWNSTAIRS" "1" -0.950559811632653
"tGravityAcc-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.937018658979592
"tGravityAcc-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.895939695102041
"tBodyAccJerk-mean()-X" "WALKING_DOWNSTAIRS" "1" 0.0541553164897959
"tBodyAccJerk-mean()-Y" "WALKING_DOWNSTAIRS" "1" 0.0296504490408163
"tBodyAccJerk-mean()-Z" "WALKING_DOWNSTAIRS" "1" -0.0109719730183673
"tBodyAccJerk-std()-X" "WALKING_DOWNSTAIRS" "1" -0.012283860544898
"tBodyAccJerk-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.101601390640816
"tBodyAccJerk-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.345735032326531
"tBodyGyro-mean()-X" "WALKING_DOWNSTAIRS" "1" -0.0350781902989796
"tBodyGyro-mean()-Y" "WALKING_DOWNSTAIRS" "1" -0.0909371290204082
"tBodyGyro-mean()-Z" "WALKING_DOWNSTAIRS" "1" 0.0900850142030612
"tBodyGyro-std()-X" "WALKING_DOWNSTAIRS" "1" -0.458030542938775
"tBodyGyro-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.126349194938775
"tBodyGyro-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.124702454242857
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" "1" -0.0739592036271429
"tBodyGyroJerk-mean()-Y" "WALKING_DOWNSTAIRS" "1" -0.0439902783367347
"tBodyGyroJerk-mean()-Z" "WALKING_DOWNSTAIRS" "1" -0.0270461061061224
"tBodyGyroJerk-std()-X" "WALKING_DOWNSTAIRS" "1" -0.487027342244898
"tBodyGyroJerk-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.238824827530612
"tBodyGyroJerk-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.268761480242857
"tBodyAccMag-mean()" "WALKING_DOWNSTAIRS" "1" 0.0271882914106122
"tBodyAccMag-std()" "WALKING_DOWNSTAIRS" "1" 0.0198843506265306
"tGravityAccMag-mean()" "WALKING_DOWNSTAIRS" "1" 0.0271882914106122
"tGravityAccMag-std()" "WALKING_DOWNSTAIRS" "1" 0.0198843506265306
"tBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" "1" -0.0894474807979592
"tBodyAccJerkMag-std()" "WALKING_DOWNSTAIRS" "1" -0.0257877197081633
"tBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "1" -0.0757412543673469
"tBodyGyroMag-std()" "WALKING_DOWNSTAIRS" "1" -0.225724368061224
"tBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "1" -0.295463843346939
"tBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "1" -0.306510645530612
"fBodyAcc-mean()-X" "WALKING_DOWNSTAIRS" "1" 0.0382291831510204
"fBodyAcc-mean()-Y" "WALKING_DOWNSTAIRS" "1" 0.00154990783591837
"fBodyAcc-mean()-Z" "WALKING_DOWNSTAIRS" "1" -0.225574471693878
"fBodyAcc-std()-X" "WALKING_DOWNSTAIRS" "1" 0.0243308391387755
"fBodyAcc-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.112963739953061
"fBodyAcc-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.297927894693878
"fBodyAccJerk-mean()-X" "WALKING_DOWNSTAIRS" "1" -0.0276638676122449
"fBodyAccJerk-mean()-Y" "WALKING_DOWNSTAIRS" "1" -0.12866715764898
"fBodyAccJerk-mean()-Z" "WALKING_DOWNSTAIRS" "1" -0.288334735714286
"fBodyAccJerk-std()-X" "WALKING_DOWNSTAIRS" "1" -0.0863278966402041
"fBodyAccJerk-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.134580008877551
"fBodyAccJerk-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.401721464285714
"fBodyGyro-mean()-X" "WALKING_DOWNSTAIRS" "1" -0.352449631363265
"fBodyGyro-mean()-Y" "WALKING_DOWNSTAIRS" "1" -0.0557022524693878
"fBodyGyro-mean()-Z" "WALKING_DOWNSTAIRS" "1" -0.0318694271979592
"fBodyGyro-std()-X" "WALKING_DOWNSTAIRS" "1" -0.495422486102041
"fBodyGyro-std()-Y" "WALKING_DOWNSTAIRS" "1" -0.181414728657143
"fBodyGyro-std()-Z" "WALKING_DOWNSTAIRS" "1" -0.238443565306122
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" "1" 0.0965845343040816
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" "1" -0.186530301073469
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" "1" 0.0262184949326531
"fBodyBodyAccJerkMag-std()" "WALKING_DOWNSTAIRS" "1" -0.104052260726531
"fBodyBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "1" -0.185720285744898
"fBodyBodyGyroMag-std()" "WALKING_DOWNSTAIRS" "1" -0.398350390122449
"fBodyBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "1" -0.281963359177551
"fBodyBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "1" -0.391919876612245
"tBodyAcc-mean()-X" "WALKING_UPSTAIRS" "1" 0.255461689622641
"tBodyAcc-mean()-Y" "WALKING_UPSTAIRS" "1" -0.0239531492643396
"tBodyAcc-mean()-Z" "WALKING_UPSTAIRS" "1" -0.0973020020943396
"tBodyAcc-std()-X" "WALKING_UPSTAIRS" "1" -0.35470802509434
"tBodyAcc-std()-Y" "WALKING_UPSTAIRS" "1" -0.00232026501698113
"tBodyAcc-std()-Z" "WALKING_UPSTAIRS" "1" -0.0194792388471698
"tGravityAcc-mean()-X" "WALKING_UPSTAIRS" "1" 0.89335109754717
"tGravityAcc-mean()-Y" "WALKING_UPSTAIRS" "1" -0.362153364339623
"tGravityAcc-mean()-Z" "WALKING_UPSTAIRS" "1" -0.075402939754717
"tGravityAcc-std()-X" "WALKING_UPSTAIRS" "1" -0.956367027924528
"tGravityAcc-std()-Y" "WALKING_UPSTAIRS" "1" -0.952849233207547
"tGravityAcc-std()-Z" "WALKING_UPSTAIRS" "1" -0.912379410377358
"tBodyAccJerk-mean()-X" "WALKING_UPSTAIRS" "1" 0.101372729922642
"tBodyAccJerk-mean()-Y" "WALKING_UPSTAIRS" "1" 0.0194863076188679
"tBodyAccJerk-mean()-Z" "WALKING_UPSTAIRS" "1" -0.0455625449113208
"tBodyAccJerk-std()-X" "WALKING_UPSTAIRS" "1" -0.446843887735849
"tBodyAccJerk-std()-Y" "WALKING_UPSTAIRS" "1" -0.378274426037736
"tBodyAccJerk-std()-Z" "WALKING_UPSTAIRS" "1" -0.706593530943396
"tBodyGyro-mean()-X" "WALKING_UPSTAIRS" "1" 0.050549379754717
"tBodyGyro-mean()-Y" "WALKING_UPSTAIRS" "1" -0.166170015088679
"tBodyGyro-mean()-Z" "WALKING_UPSTAIRS" "1" 0.0583595463981132
"tBodyGyro-std()-X" "WALKING_UPSTAIRS" "1" -0.544871104528302
"tBodyGyro-std()-Y" "WALKING_UPSTAIRS" "1" 0.00410518379811321
"tBodyGyro-std()-Z" "WALKING_UPSTAIRS" "1" -0.50716867490566
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" "1" -0.122232768011321
"tBodyGyroJerk-mean()-Y" "WALKING_UPSTAIRS" "1" -0.0421485884509434
"tBodyGyroJerk-mean()-Z" "WALKING_UPSTAIRS" "1" -0.0407125527654717
"tBodyGyroJerk-std()-X" "WALKING_UPSTAIRS" "1" -0.614786508490566
"tBodyGyroJerk-std()-Y" "WALKING_UPSTAIRS" "1" -0.601696656226415
"tBodyGyroJerk-std()-Z" "WALKING_UPSTAIRS" "1" -0.606332002264151
"tBodyAccMag-mean()" "WALKING_UPSTAIRS" "1" -0.129927630735849
"tBodyAccMag-std()" "WALKING_UPSTAIRS" "1" -0.324970929245283
"tGravityAccMag-mean()" "WALKING_UPSTAIRS" "1" -0.129927630735849
"tGravityAccMag-std()" "WALKING_UPSTAIRS" "1" -0.324970929245283
"tBodyAccJerkMag-mean()" "WALKING_UPSTAIRS" "1" -0.466503446226415
"tBodyAccJerkMag-std()" "WALKING_UPSTAIRS" "1" -0.478991622075472
"tBodyGyroMag-mean()" "WALKING_UPSTAIRS" "1" -0.126735589969811
"tBodyGyroMag-std()" "WALKING_UPSTAIRS" "1" -0.14861931805283
"tBodyGyroJerkMag-mean()" "WALKING_UPSTAIRS" "1" -0.59488286509434
"tBodyGyroJerkMag-std()" "WALKING_UPSTAIRS" "1" -0.648553044339623
"fBodyAcc-mean()-X" "WALKING_UPSTAIRS" "1" -0.404321784150943
"fBodyAcc-mean()-Y" "WALKING_UPSTAIRS" "1" -0.190976720811321
"fBodyAcc-mean()-Z" "WALKING_UPSTAIRS" "1" -0.433349702075472
"fBodyAcc-std()-X" "WALKING_UPSTAIRS" "1" -0.337428188679245
"fBodyAcc-std()-Y" "WALKING_UPSTAIRS" "1" 0.0217695106566038
"fBodyAcc-std()-Z" "WALKING_UPSTAIRS" "1" 0.0859565543849057
